id,00s,60s,70s,80s,90s,acoustic,alternative,american,blues,british,classic,country,electro,electronic,electronica,folk,funk,guitar,hardcore,instrumental,jazz,metal,piano,pop,punk,rock,techno,midi_path
TRAABXH128F42955D6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/B/TRAABXH128F42955D6/01ffb8729a2465bfa7f9ba0288c89e24.mid
TRAABXH128F42955D6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/B/TRAABXH128F42955D6/04266ac849c1d3814dc03bbf61511b33.mid
TRAABXH128F42955D6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/B/TRAABXH128F42955D6/13b25b729cff5e64c80ab93c093e533b.mid
TRAABXH128F42955D6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/B/TRAABXH128F42955D6/ce420d73fb6b57e105669b88b3544244.mid
TRAABXH128F42955D6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/B/TRAABXH128F42955D6/f0530fc78e565ffcd17b732c6a3551c3.mid
TRAADKW128E079503A,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/D/TRAADKW128E079503A/3797e9b9a101c110b7375c74dd4c70b1.mid
TRAADKW128E079503A,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/D/TRAADKW128E079503A/72cae5077339f6abaee4cad318b1e923.mid
TRAAEEH128E0795DFE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/E/TRAAEEH128E0795DFE/1d4bc885db6d9522de2d6636cf8b0e7e.mid
TRAAEEH128E0795DFE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/E/TRAAEEH128E0795DFE/893d879dc7b254eca10c2e522386e6cf.mid
TRAAEEH128E0795DFE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/E/TRAAEEH128E0795DFE/a4675567a24cdddd4cd16f1c1ec688ab.mid
TRAAEJH128E0785506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/E/TRAAEJH128E0785506/8644d702d122b16d60cb7117e974bde9.mid
TRAAEJH128E0785506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/E/TRAAEJH128E0785506/abe7cedef2342c5be94fcd3ddcf99675.mid
TRAAEJH128E0785506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/E/TRAAEJH128E0785506/ed1a64a2fda057bf43d939be111a169f.mid
TRAAFMT128F429DB58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/F/TRAAFMT128F429DB58/0a4f2051b572ebe007647fcab0114dd8.mid
TRAAGMC128F4292D0F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/G/TRAAGMC128F4292D0F/0644195d1a3d14e0a0bd3d8b30dc68da.mid
TRAAGMC128F4292D0F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/G/TRAAGMC128F4292D0F/1fecb8a2e5e9df4df423793909d52d33.mid
TRAAGMC128F4292D0F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/G/TRAAGMC128F4292D0F/3bcef98aa322c4a083efe43a962768d8.mid
TRAAGMC128F4292D0F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/G/TRAAGMC128F4292D0F/52b6febfe8da6bb7c2653aa7e982297f.mid
TRAAGMC128F4292D0F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/G/TRAAGMC128F4292D0F/7c2e695d0593d35ca3b0913549754f18.mid
TRAAKQA128F424B272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,data/lmd_matched/A/A/K/TRAAKQA128F424B272/526750c2fe52fa1c6a2c13f2dc8e677c.mid
TRAALAH128E078234A,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/L/TRAALAH128E078234A/8cfecf566c75342d13c327f8a7abc414.mid
TRAALAH128E078234A,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/L/TRAALAH128E078234A/b3e2c3f566c5e20de4cd4e3c262addad.mid
TRAAMLX12903CF5B92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,data/lmd_matched/A/A/M/TRAAMLX12903CF5B92/853741216077b06fce632a09ec2622af.mid
TRAANTZ128E0792529,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,data/lmd_matched/A/A/N/TRAANTZ128E0792529/689c4bf6e5302a2f383f335c26b6ab9b.mid
TRAANTZ128E0792529,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,data/lmd_matched/A/A/N/TRAANTZ128E0792529/f887e1c22ea4b6fa3aa82b55c7ef722c.mid
TRAANTZ128E0792529,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,data/lmd_matched/A/A/N/TRAANTZ128E0792529/fbb3c5fb40e135961f7fb523e8ffd564.mid
TRAANZE128F148BF55,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/N/TRAANZE128F148BF55/0597bf18743a5aacfedc981eb58c9da9.mid
TRAANZE128F148BF55,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/N/TRAANZE128F148BF55/57d11af9bfa6fd994bdbf49c7810f8b2.mid
TRAANZE128F148BF55,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/N/TRAANZE128F148BF55/57d2cdba98bb3730ae8a3ac76e96cb71.mid
TRAANZE128F148BF55,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/N/TRAANZE128F148BF55/5dd9a1111794b80ef271ee9e8a0f7f01.mid
TRAANZE128F148BF55,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/N/TRAANZE128F148BF55/80734565854179a97770db8c44b4ab14.mid
TRAANZE128F148BF55,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/N/TRAANZE128F148BF55/bcb22f23d63b673cfced0e3a2189366e.mid
TRAANZE128F148BF55,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/N/TRAANZE128F148BF55/ff66ddfef7865f20dacfd4401575770e.mid
TRAAPPQ128F14961F5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/P/TRAAPPQ128F14961F5/d39a20f33af4fb6b307529db8cf0cc3f.mid
TRAAPPQ128F14961F5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/P/TRAAPPQ128F14961F5/fdabd9ad4a9ef0f666b2cae27d8c4775.mid
TRAARCW12903CEB779,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,data/lmd_matched/A/A/R/TRAARCW12903CEB779/11abc85947426364526304940e4bd3d1.mid
TRAARCW12903CEB779,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,data/lmd_matched/A/A/R/TRAARCW12903CEB779/f9b1f4b243c7070cd15bb697c8b0ca03.mid
TRAASFP128F42980BD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,data/lmd_matched/A/A/S/TRAASFP128F42980BD/1e8ed6ab0ffbe1296abf1c80428db151.mid
TRAATZB12903CC59D8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,data/lmd_matched/A/A/T/TRAATZB12903CC59D8/1cddb3b2dcf902030ef1bde2d355d921.mid
TRAATZB12903CC59D8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,data/lmd_matched/A/A/T/TRAATZB12903CC59D8/3d398eb589df93b4f6450d91b225a9db.mid
TRAATZB12903CC59D8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,data/lmd_matched/A/A/T/TRAATZB12903CC59D8/82f9e3d666cd12deb17dc0caa83bd510.mid
TRAATZB12903CC59D8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,data/lmd_matched/A/A/T/TRAATZB12903CC59D8/84054a24d835a9cd8de02fb5b9105823.mid
TRAATZB12903CC59D8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,data/lmd_matched/A/A/T/TRAATZB12903CC59D8/a6fe43ca69306375a554554454f37156.mid
TRAATZB12903CC59D8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,data/lmd_matched/A/A/T/TRAATZB12903CC59D8/e1f5be076dccd39900556b53f7426cd0.mid
TRAAWSJ128F933D7EF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/W/TRAAWSJ128F933D7EF/030b710cd8b057bb6cb028734f5cf280.mid
TRAAWSJ128F933D7EF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/W/TRAAWSJ128F933D7EF/3556a5eb0a8ef6171a907614d03a8a80.mid
TRAAWSJ128F933D7EF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/W/TRAAWSJ128F933D7EF/5ef7440569ede27694124e3b3cefd169.mid
TRAAWSJ128F933D7EF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/W/TRAAWSJ128F933D7EF/631cf6ed541821ebd7ad21d75ddc0389.mid
TRAAWSJ128F933D7EF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/W/TRAAWSJ128F933D7EF/75d78fb4f2bfb38732a6eb806853679a.mid
TRAAWSJ128F933D7EF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/W/TRAAWSJ128F933D7EF/b555badc79291a4c6cbe0ccfa2095c94.mid
TRAAWSJ128F933D7EF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,data/lmd_matched/A/A/W/TRAAWSJ128F933D7EF/fc41fc6b99548930bbc22070d96042d4.mid
TRAAYGH128F92ECD16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/Y/TRAAYGH128F92ECD16/3346642dd3941a11aaccdf1b24ae10aa.mid
TRAAYGH128F92ECD16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/Y/TRAAYGH128F92ECD16/57c87f278ff71fc6d3b02fe8d23abd8a.mid
TRAAYGH128F92ECD16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/Y/TRAAYGH128F92ECD16/88a00399977a146d6dadb5a399f4ecfa.mid
TRAAYGH128F92ECD16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/Y/TRAAYGH128F92ECD16/90bd7bdc8111ac53cd843f13c8c2602a.mid
TRAAYGH128F92ECD16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/Y/TRAAYGH128F92ECD16/aadaee295e5deaf8757b845a696dcb83.mid
TRAAYGH128F92ECD16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/Y/TRAAYGH128F92ECD16/ac816d20754e742c66ea42b937fa7805.mid
TRAAYGH128F92ECD16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/Y/TRAAYGH128F92ECD16/b18efc4e06ca6f63b5074493102f8e29.mid
TRAAYGH128F92ECD16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/Y/TRAAYGH128F92ECD16/d87822f453795ba11d02cb74ef5c1b67.mid
TRAAZVF128F145BFED,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/Z/TRAAZVF128F145BFED/091b81393cf69d05a2c3755062460498.mid
TRAAZVF128F145BFED,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/A/Z/TRAAZVF128F145BFED/95a8421e7f6c99aaac3304f3a5d3f8fd.mid
TRAAZVG128F425A9BD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,data/lmd_matched/A/A/Z/TRAAZVG128F425A9BD/632225ed5681dcb64a41cf6089f32147.mid
TRAAZVG128F425A9BD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,data/lmd_matched/A/A/Z/TRAAZVG128F425A9BD/a60be1872bb125e74e05dd2a412f44e8.mid
TRABAFJ128F42AF24E,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/B/A/TRABAFJ128F42AF24E/9f23c96d46ded0be0705e17c8b52f52b.mid
TRABAYJ128F92E34EC,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,data/lmd_matched/A/B/A/TRABAYJ128F92E34EC/3056c10a32eae29dc187cb8c742ecbb7.mid
TRABAYJ128F92E34EC,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,data/lmd_matched/A/B/A/TRABAYJ128F92E34EC/da3500d41e5eb86a1f46698b01dc3d1e.mid
TRABAYJ128F92E34EC,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,data/lmd_matched/A/B/A/TRABAYJ128F92E34EC/edf706152a35a7298f90684430915b47.mid
TRABBNH128F93392A1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,data/lmd_matched/A/B/B/TRABBNH128F93392A1/01b5b401a98fa77f45b25063c7cdaeb3.mid
